word,valence,arousal,dominance,trust
animosity,0.51,0.724,0.545,0.0
animus,0.698,0.676,0.466,0.0
ankle,0.5,0.274,0.234,0.0
anklet,0.41,0.276,0.302,0.0
annals,0.427,0.61,0.424,0.0
annex,0.594,0.35,0.458,0.0
annexation,0.342,0.5,0.555,0.0
annexe,0.584,0.35,0.392,0.0
annihilate,0.115,0.918,0.681,0.0
annihilated,0.08,0.76,0.324,0.0
annihilation,0.041,0.8,0.591,0.0
anniversary,0.88,0.77,0.723,0.0
annotate,0.592,0.469,0.441,0.0
annotation,0.604,0.47,0.619,0.0
announce,0.694,0.618,0.611,0.0
announcement,0.729,0.491,0.482,0.0
announcer,0.602,0.57,0.732,0.0
annoy,0.094,0.765,0.286,0.0
annoyance,0.167,0.718,0.342,0.0
annoyed,0.104,0.783,0.345,0.0
annoyin,0.26,0.573,0.352,0.0
annoying,0.082,0.853,0.348,0.0
annoys,0.146,0.778,0.435,0.0
annual,0.552,0.236,0.5,0.0
annuity,0.521,0.304,0.527,0.0
annul,0.25,0.448,0.364,0.0
annular,0.31,0.385,0.412,0.0
annulment,0.153,0.375,0.447,0.0
annulus,0.458,0.38,0.376,0.0
anointed,0.5,0.368,0.579,0.0
anointing,0.653,0.35,0.547,0.0
anomalous,0.281,0.48,0.423,0.0
anomaly,0.188,0.538,0.404,0.0
anon,0.479,0.354,0.298,0.0
anonymity,0.469,0.255,0.43,0.0
anonymous,0.396,0.291,0.431,0.0
anorexic,0.16,0.618,0.245,0.0
answer,0.537,0.373,0.661,0.0
answerable,0.708,0.481,0.75,0.531
answering,0.684,0.5,0.607,0.0
ant,0.448,0.216,0.216,0.0
antagonism,0.224,0.618,0.524,0.0
antagonist,0.24,0.615,0.7,0.0
antagonistic,0.296,0.604,0.565,0.0
antagonize,0.143,0.663,0.629,0.0
ante,0.448,0.32,0.417,0.0
antecedent,0.427,0.551,0.566,0.0
antelope,0.542,0.51,0.5,0.0
antenna,0.521,0.327,0.358,0.0
anterior,0.51,0.245,0.362,0.0
anthem,0.78,0.343,0.729,0.0
anthill,0.327,0.578,0.377,0.0
anthology,0.338,0.406,0.537,0.0
anthrax,0.188,0.73,0.5,0.0
anthropological,0.367,0.39,0.49,0.0
anthropologist,0.551,0.385,0.725,0.0
anthropology,0.49,0.367,0.582,0.0
anti,0.365,0.412,0.384,0.0
antiaircraft,0.33,0.622,0.629,0.0
antibiotic,0.51,0.373,0.658,0.0
antibiotics,0.448,0.406,0.557,0.0
antichrist,0.082,0.837,0.544,0.0
anticipate,0.622,0.469,0.667,0.0
anticipation,0.698,0.539,0.711,0.0
anticipatory,0.653,0.551,0.682,0.0
antics,0.448,0.74,0.236,0.0
antidote,0.541,0.49,0.629,0.539
antifungal,0.408,0.412,0.441,0.266
antigravity,0.43,0.714,0.658,0.0
antimony,0.378,0.398,0.49,0.0
antipathy,0.198,0.549,0.393,0.0
antiquarian,0.5,0.233,0.426,0.0
antiquated,0.42,0.392,0.236,0.0
antique,0.634,0.29,0.518,0.0
antiques,0.54,0.37,0.595,0.0
antiquity,0.385,0.333,0.556,0.0
antiseptic,0.438,0.37,0.623,0.422
antisocial,0.146,0.686,0.391,0.0
antithesis,0.396,0.412,0.536,0.0
antithetical,0.271,0.509,0.358,0.0
antiviral,0.459,0.47,0.549,0.0
antler,0.448,0.47,0.5,0.0
antsy,0.449,0.558,0.417,0.0
anus,0.347,0.644,0.35,0.0
anvil,0.38,0.51,0.604,0.0
anxiety,0.146,0.865,0.342,0.0
anxietyattack,0.15,0.925,0.446,0.0
anxious,0.281,0.875,0.434,0.0
anxiousness,0.235,0.814,0.282,0.0
anytime,0.625,0.461,0.436,0.0
aorta,0.448,0.51,0.542,0.0
aortic,0.436,0.54,0.438,0.0
apace,0.536,0.5,0.536,0.0
apache,0.687,0.469,0.5,0.0
apartment,0.719,0.393,0.58,0.0
apartments,0.704,0.337,0.443,0.0
apathetic,0.188,0.292,0.333,0.0
apathy,0.184,0.212,0.204,0.0
ape,0.548,0.389,0.336,0.0
aperture,0.612,0.45,0.667,0.0
apex,0.57,0.433,0.418,0.0
aphid,0.388,0.473,0.407,0.0
aphrodisiac,0.75,0.846,0.667,0.0
apiece,0.439,0.259,0.383,0.0
aplomb,0.5,0.509,0.582,0.0
apocalypse,0.05,0.867,0.736,0.0
apocalyptic,0.173,0.88,0.75,0.0
apologetic,0.479,0.461,0.571,0.5
apologist,0.406,0.429,0.526,0.0
apologize,0.551,0.378,0.389,0.477
apology,0.571,0.346,0.402,0.0
apostasy,0.388,0.52,0.517,0.0
apostate,0.342,0.5,0.528,0.0
apostle,0.646,0.347,0.732,0.57
apostolic,0.592,0.3,0.717,0.562
apostrophe,0.469,0.368,0.537,0.0
apothecary,0.561,0.328,0.529,0.0
appalled,0.194,0.792,0.562,0.0
appalling,0.16,0.827,0.415,0.0
apparatus,0.375,0.353,0.377,0.0
apparel,0.698,0.435,0.453,0.0
apparent,0.473,0.383,0.398,0.0
apparently,0.531,0.41,0.426,0.0
apparition,0.406,0.573,0.636,0.0
appeal,0.663,0.598,0.558,0.0
appear,0.735,0.506,0.567,0.0
appearance,0.669,0.49,0.534,0.0
appease,0.633,0.278,0.434,0.0
appellant,0.327,0.588,0.568,0.0
append,0.573,0.464,0.453,0.0
appendage,0.229,0.382,0.438,0.0
appendectomy,0.177,0.67,0.554,0.0
appendicitis,0.031,0.64,0.347,0.0
appendix,0.365,0.387,0.425,0.0
appetite,0.704,0.637,0.581,0.0
appetizer,0.755,0.56,0.406,0.0
appetizing,0.806,0.657,0.688,0.0
applaud,0.865,0.824,0.464,0.562
applause,0.953,0.857,0.621,0.539
apple,0.811,0.3,0.264,0.0
apple juice,0.765,0.204,0.294,0.0
applejack,0.604,0.431,0.473,0.0
applesauce,0.75,0.167,0.291,0.0
appliance,0.582,0.453,0.538,0.0
appliances,0.594,0.394,0.567,0.0
applicability,0.677,0.49,0.741,0.0
applicable,0.469,0.43,0.667,0.0
applicant,0.612,0.558,0.688,0.0
application,0.646,0.445,0.726,0.0
apply,0.612,0.321,0.667,0.0
appoint,0.565,0.33,0.509,0.0
appointment,0.688,0.594,0.547,0.0
appointments,0.745,0.677,0.625,0.0
apportion,0.677,0.49,0.638,0.0
apportionment,0.552,0.481,0.453,0.0
appraisal,0.417,0.667,0.682,0.0
appraise,0.677,0.49,0.696,0.0
appreciable,0.873,0.491,0.778,0.0
appreciate,0.885,0.422,0.741,0.0
appreciated,0.91,0.434,0.779,0.0
appreciates,0.765,0.5,0.656,0.0
appreciation,0.917,0.529,0.588,0.617
appreciative,0.857,0.38,0.654,0.0
apprehend,0.521,0.624,0.696,0.0
apprehension,0.385,0.72,0.454,0.0
apprehensive,0.406,0.592,0.431,0.0
apprentice,0.615,0.413,0.452,0.422
apprenticeship,0.812,0.482,0.643,0.0
approach,0.612,0.392,0.61,0.0
approaching,0.74,0.557,0.491,0.0
approbate,0.646,0.59,0.86,0.484
approbation,0.792,0.529,0.774,0.527
appropriate,0.833,0.368,0.759,0.0
appropriation,0.51,0.632,0.717,0.0
approval,0.854,0.46,0.889,0.758
approve,0.875,0.548,0.741,0.68
approved,0.833,0.349,0.698,0.633
approvement,0.88,0.625,0.78,0.617
approving,0.917,0.583,0.773,0.695
approximate,0.551,0.56,0.52,0.0
approximately,0.622,0.396,0.538,0.0
approximating,0.583,0.615,0.471,0.0
approximation,0.582,0.402,0.593,0.0
appurtenances,0.573,0.412,0.547,0.0
apricot,0.708,0.32,0.278,0.0
apron,0.582,0.208,0.245,0.0
apt,0.582,0.418,0.382,0.0
aptitude,0.75,0.471,0.746,0.0
aqua,0.656,0.292,0.359,0.0
aquamarine,0.729,0.306,0.413,0.0
aquarium,0.663,0.327,0.393,0.0
aquatic,0.677,0.51,0.463,0.0
aqueduct,0.551,0.411,0.534,0.0
aqueous,0.429,0.27,0.31,0.0
arable,0.51,0.35,0.465,0.0
arbiter,0.561,0.537,0.814,0.484
arbitrary,0.281,0.702,0.686,0.0
arbitrate,0.47,0.62,0.682,0.0
arbitration,0.587,0.602,0.67,0.0
arbitrator,0.385,0.448,0.795,0.438
arbor,0.583,0.49,0.591,0.0
arc,0.552,0.388,0.396,0.0
arcade,0.676,0.521,0.502,0.0
arcane,0.5,0.49,0.637,0.0
arch,0.5,0.354,0.468,0.0
archaeological,0.74,0.441,0.66,0.0
archaeologist,0.552,0.451,0.706,0.0
archaeology,0.596,0.358,0.691,0.0
archaic,0.271,0.327,0.332,0.0
archangel,0.837,0.5,0.708,0.0
archbishop,0.622,0.28,0.776,0.0
archdiocese,0.4,0.321,0.704,0.0
archduke,0.458,0.413,0.634,0.0
arched,0.582,0.403,0.398,0.0
archer,0.573,0.622,0.661,0.0
archery,0.594,0.604,0.589,0.0
archetype,0.448,0.52,0.569,0.0
archipelago,0.745,0.37,0.592,0.0
architect,0.776,0.442,0.836,0.0
architectural,0.729,0.39,0.67,0.0
architecture,0.82,0.39,0.694,0.539
archive,0.438,0.294,0.527,0.0
arctic,0.615,0.352,0.546,0.0
ardent,0.694,0.873,0.722,0.0
ardor,0.5,0.78,0.538,0.0
arduous,0.344,0.783,0.605,0.0
area,0.49,0.306,0.464,0.0
arena,0.51,0.235,0.404,0.0
areola,0.417,0.396,0.381,0.0
areyoukidding,0.429,0.633,0.4,0.0
areyoukiddingme,0.365,0.635,0.375,0.0
argent,0.594,0.418,0.472,0.0
argh,0.26,0.538,0.328,0.0
arghh,0.292,0.536,0.397,0.0
arghhhh,0.25,0.618,0.324,0.0
argue,0.093,0.798,0.525,0.0
argument,0.51,0.464,0.698,0.0
argumentation,0.479,0.549,0.76,0.0
argumentative,0.45,0.531,0.679,0.0
arguments,0.541,0.602,0.657,0.0
arid,0.323,0.333,0.379,0.0
arise,0.75,0.582,0.725,0.0
aristocracy,0.688,0.549,0.842,0.0
aristocrat,0.583,0.413,0.811,0.0
aristocratic,0.449,0.519,0.676,0.0
arithmetic,0.453,0.46,0.634,0.0
ark,0.396,0.427,0.543,0.0
arm,0.552,0.285,0.469,0.0
armada,0.408,0.74,0.868,0.0
armament,0.198,0.764,0.81,0.0
armaments,0.192,0.839,0.83,0.0
armature,0.51,0.558,0.755,0.0
armchair,0.646,0.164,0.339,0.0
armed,0.188,0.75,0.808,0.0
armor,0.469,0.625,0.784,0.484
armored,0.469,0.509,0.861,0.0
armory,0.448,0.663,0.8,0.391
armpit,0.283,0.439,0.25,0.0
arms,0.464,0.395,0.483,0.0
army,0.417,0.759,0.902,0.0
aroma,0.823,0.235,0.442,0.0
aromatherapy,0.847,0.22,0.473,0.0
arousal,0.791,0.943,0.731,0.0
arouse,0.74,0.491,0.58,0.0
aroused,0.708,0.952,0.667,0.0
arraignment,0.406,0.837,0.534,0.0
arrange,0.74,0.49,0.571,0.0
arranged,0.698,0.531,0.728,0.0
arrangement,0.625,0.382,0.683,0.0
array,0.521,0.396,0.568,0.0
arrears,0.286,0.485,0.302,0.0
arrest,0.146,0.951,0.5,0.0
arrhythmia,0.265,0.706,0.356,0.0
arrival,0.678,0.51,0.474,0.0
arrive,0.837,0.406,0.585,0.0
arrogance,0.143,0.75,0.62,0.0
arrogant,0.115,0.755,0.58,0.0
arrow,0.439,0.39,0.454,0.0
arsehole,0.276,0.598,0.433,0.0
arseholes,0.188,0.545,0.351,0.0
arsenal,0.365,0.741,0.752,0.0
arsenic,0.281,0.472,0.447,0.0
arson,0.133,0.904,0.567,0.0
arsonist,0.348,0.84,0.5,0.0
art,0.812,0.36,0.603,0.0
arterial,0.396,0.51,0.583,0.0
artery,0.396,0.58,0.537,0.0
artful,0.771,0.608,0.778,0.0
arthritis,0.11,0.518,0.345,0.0
arthropod,0.344,0.464,0.434,0.0
artichoke,0.583,0.218,0.287,0.0
article,0.594,0.28,0.481,0.0
articles,0.552,0.324,0.565,0.0
articulate,0.677,0.462,0.618,0.0
articulation,0.479,0.48,0.591,0.0
artifact,0.51,0.5,0.566,0.0
artifice,0.316,0.696,0.482,0.0
artificial,0.306,0.385,0.351,0.0
artillery,0.35,0.912,0.794,0.0
artisan,0.781,0.33,0.411,0.0
artist,0.802,0.442,0.732,0.0
artiste,0.844,0.512,0.565,0.0
artistic,0.802,0.646,0.632,0.0
artistry,0.823,0.346,0.769,0.0
artists,0.796,0.667,0.741,0.0
artwork,0.896,0.368,0.679,0.0
arty,0.49,0.422,0.388,0.0
asap,0.571,0.5,0.552,0.0
asbestos,0.357,0.481,0.464,0.0
ascend,0.83,0.62,0.812,0.0
ascendancy,0.724,0.625,0.7,0.0
ascendant,0.656,0.673,0.821,0.0
ascending,0.826,0.644,0.777,0.0
ascension,0.765,0.72,0.714,0.0
ascent,0.755,0.627,0.833,0.0
ascertain,0.56,0.53,0.625,0.0
ascertained,0.531,0.529,0.616,0.0
ascetic,0.438,0.375,0.472,0.0
ash,0.26,0.21,0.207,0.0
ashamed,0.156,0.588,0.228,0.0
ashes,0.327,0.279,0.142,0.0
ashtray,0.406,0.382,0.265,0.0
asinine,0.429,0.472,0.433,0.0
ask,0.531,0.44,0.459,0.0
asleeep,0.49,0.21,0.322,0.0
asleep,0.604,0.1,0.27,0.0
asp,0.438,0.489,0.375,0.0
asparagus,0.469,0.317,0.264,0.0
aspartame,0.469,0.48,0.322,0.0
aspect,0.479,0.469,0.588,0.0
aspects,0.439,0.48,0.565,0.0
aspen,0.479,0.28,0.395,0.0
asphalt,0.479,0.264,0.439,0.0
asphyxia,0.198,0.704,0.311,0.0
asphyxiation,0.059,0.745,0.412,0.0
aspiration,0.704,0.724,0.675,0.633
aspire,0.812,0.469,0.722,0.492
aspirin,0.479,0.271,0.422,0.0
aspiring,0.844,0.582,0.604,0.539
ass,0.323,0.75,0.345,0.0
assail,0.378,0.51,0.5,0.0
assailant,0.184,0.868,0.602,0.0
assassin,0.073,0.933,0.632,0.0
assassinate,0.051,0.969,0.722,0.0
assassination,0.083,0.941,0.525,0.0
assault,0.167,0.848,0.55,0.0
assay,0.633,0.559,0.594,0.0
assemblage,0.429,0.452,0.6,0.0
assemble,0.542,0.57,0.75,0.0
assembled,0.663,0.45,0.644,0.0
assembly,0.698,0.5,0.64,0.484
assemblyman,0.43,0.538,0.76,0.0
assent,0.615,0.515,0.719,0.0
assert,0.75,0.619,0.809,0.0
asserting,0.694,0.531,0.736,0.445
assertion,0.74,0.442,0.75,0.0
assertive,0.719,0.412,0.77,0.0
assess,0.698,0.5,0.623,0.0
assessment,0.75,0.623,0.658,0.594
assessor,0.551,0.538,0.764,0.375
asset,0.797,0.765,0.788,0.0
assets,0.667,0.613,0.765,0.0
asshole,0.133,0.582,0.263,0.0
assign,0.622,0.417,0.709,0.0
assignee,0.51,0.462,0.51,0.422
assignment,0.483,0.398,0.745,0.0
assimilate,0.559,0.391,0.683,0.0
assimilation,0.429,0.378,0.463,0.0
assist,0.833,0.435,0.629,0.648
assistance,0.656,0.519,0.633,0.0
assistant,0.625,0.39,0.536,0.0
associate,0.812,0.409,0.625,0.469
association,0.745,0.5,0.817,0.516
assorted,0.602,0.46,0.472,0.0
assortment,0.694,0.36,0.526,0.0
assuage,0.745,0.255,0.5,0.0
assume,0.698,0.401,0.464,0.0
assumed,0.612,0.247,0.454,0.0
assuming,0.74,0.39,0.526,0.0
assumption,0.479,0.431,0.417,0.0
assurance,0.675,0.442,0.704,0.703
assure,0.91,0.46,0.839,0.641
assured,0.878,0.327,0.754,0.625
assuredly,0.786,0.396,0.833,0.648
asterisk,0.541,0.288,0.273,0.0
asteroid,0.43,0.721,0.623,0.0
asteroids,0.361,0.694,0.712,0.0
asthma,0.198,0.549,0.227,0.0
asthmatic,0.229,0.706,0.294,0.0
astigmatism,0.214,0.49,0.429,0.0
astonish,0.786,0.845,0.658,0.0
astonished,0.51,0.775,0.574,0.0
astonishing,0.844,0.802,0.821,0.0
astonishingly,0.827,0.898,0.773,0.0
astonishment,0.68,0.718,0.519,0.0
astound,0.729,0.675,0.474,0.0
astral,0.604,0.417,0.567,0.0
astray,0.098,0.676,0.308,0.0
astringent,0.316,0.5,0.474,0.0
astrologer,0.594,0.519,0.673,0.0
astrology,0.635,0.34,0.5,0.0
astronaut,0.792,0.601,0.761,0.0
astronomer,0.75,0.509,0.735,0.0
astronomical,0.6,0.632,0.726,0.0
astronomy,0.613,0.474,0.722,0.0
astute,0.776,0.658,0.827,0.0
asunder,0.208,0.442,0.259,0.0
asylum,0.407,0.33,0.445,0.0
asymmetric,0.58,0.343,0.465,0.0
asymmetry,0.476,0.373,0.527,0.0
asymptotic,0.479,0.451,0.472,0.0
atelier,0.49,0.33,0.705,0.0
atheism,0.276,0.46,0.481,0.0
atheistic,0.373,0.481,0.466,0.0
atherosclerosis,0.25,0.48,0.343,0.0
athlete,0.781,0.718,0.686,0.414
athletic,0.857,0.798,0.708,0.0
athleticism,0.75,0.863,0.778,0.0
athletics,0.831,0.691,0.74,0.0
atlas,0.531,0.306,0.554,0.0
atmosphere,0.604,0.3,0.56,0.0
atmospheric,0.531,0.42,0.594,0.0
atoll,0.48,0.408,0.472,0.0
atom,0.51,0.5,0.433,0.0
atomic,0.327,0.817,0.713,0.0
atone,0.418,0.673,0.411,0.438
atonement,0.55,0.602,0.683,0.0
atpeace,0.724,0.298,0.519,0.0
atrium,0.469,0.365,0.473,0.0
atrocious,0.073,0.811,0.445,0.0
atrocity,0.115,0.844,0.593,0.0
atrophy,0.177,0.54,0.208,0.0
attach,0.52,0.363,0.559,0.0
attached,0.562,0.35,0.439,0.0
attachment,0.57,0.343,0.5,0.0
attack,0.286,0.948,0.67,0.0
attacker,0.185,0.962,0.629,0.0
attacking,0.276,0.837,0.642,0.0
attain,0.806,0.51,0.719,0.0
attainable,0.76,0.5,0.759,0.0
attainment,0.83,0.52,0.94,0.0
attempt,0.625,0.491,0.431,0.0
attempted,0.594,0.58,0.567,0.0
attend,0.65,0.42,0.625,0.0
attendance,0.812,0.5,0.592,0.0
attendant,0.58,0.365,0.519,0.461
attention,0.74,0.599,0.774,0.0
attentionseeker,0.367,0.745,0.457,0.0
attentionseekers,0.531,0.673,0.5,0.0
attentive,0.812,0.52,0.724,0.617
attenuate,0.408,0.302,0.429,0.0
attenuated,0.449,0.28,0.298,0.0
attenuation,0.458,0.363,0.464,0.0
attest,0.439,0.71,0.685,0.586
attestation,0.234,0.635,0.5,0.664
attic,0.521,0.259,0.377,0.0
attire,0.742,0.388,0.483,0.0
attitude,0.76,0.644,0.861,0.0
attorney,0.6,0.594,0.754,0.352
attract,0.796,0.663,0.769,0.0
attraction,0.906,0.774,0.712,0.492
attractive,0.906,0.63,0.769,0.0
attractiveness,0.938,0.667,0.755,0.0
attributable,0.704,0.43,0.527,0.0
attribute,0.781,0.439,0.795,0.0
attribution,0.646,0.467,0.658,0.0
attrition,0.229,0.54,0.259,0.0
auburn,0.51,0.24,0.411,0.0
auction,0.594,0.702,0.519,0.0
auctioneer,0.542,0.732,0.716,0.0
audacious,0.74,0.875,0.825,0.0
audacity,0.76,0.755,0.916,0.0
audible,0.673,0.37,0.462,0.0
audience,0.698,0.61,0.613,0.0
audio,0.709,0.425,0.37,0.0
audit,0.375,0.562,0.735,0.0
audition,0.75,0.685,0.615,0.0
auditions,0.74,0.765,0.596,0.0
auditor,0.582,0.571,0.726,0.555
auditorium,0.529,0.49,0.538,0.0
auditory,0.531,0.481,0.57,0.0
aught,0.418,0.135,0.217,0.0
augment,0.65,0.683,0.645,0.0
augmentation,0.714,0.613,0.85,0.0
august,0.652,0.292,0.462,0.0
aunt,0.667,0.291,0.42,0.461
auntie,0.643,0.275,0.447,0.0
aura,0.76,0.333,0.5,0.0
aurora,0.817,0.306,0.537,0.0
auspices,0.542,0.5,0.634,0.0
auspicious,0.562,0.635,0.669,0.0
austere,0.5,0.39,0.422,0.0
austerity,0.438,0.406,0.534,0.0
authentic,0.885,0.51,0.782,0.75
authenticate,0.833,0.48,0.789,0.719
authentication,0.724,0.491,0.75,0.766
authenticity,0.67,0.548,0.845,0.688
author,0.775,0.343,0.749,0.469
authoritative,0.636,0.52,0.89,0.578
authority,0.592,0.592,0.934,0.664
authorization,0.521,0.567,0.817,0.625
authorize,0.772,0.596,0.821,0.633
authorized,0.76,0.458,0.815,0.0
authorship,0.667,0.635,0.773,0.0
autism,0.235,0.5,0.447,0.273
autistic,0.367,0.337,0.404,0.0
auto,0.571,0.569,0.5,0.0
autobiographical,0.909,0.462,0.582,0.0
autobiography,0.735,0.284,0.629,0.0
autocorrect,0.551,0.439,0.616,0.0
autocratic,0.542,0.577,0.727,0.0
autograph,0.735,0.565,0.473,0.0
autographed,0.781,0.62,0.625,0.0
automated,0.578,0.402,0.632,0.0
automatic,0.562,0.433,0.664,0.508
automobile,0.753,0.625,0.534,0.0
automotive,0.656,0.52,0.577,0.0
autonomy,0.781,0.349,0.891,0.0
autopilot,0.594,0.462,0.632,0.0
autopsy,0.252,0.65,0.538,0.0
autumn,0.765,0.204,0.45,0.0
auxiliary,0.622,0.471,0.509,0.0
avail,0.8,0.43,0.603,0.0
availability,0.796,0.544,0.6,0.0
available,0.844,0.356,0.623,0.0
avalanche,0.265,0.915,0.683,0.0
avarice,0.198,0.726,0.352,0.0
avatar,0.633,0.41,0.567,0.0
avenge,0.073,0.867,0.559,0.0
avenger,0.337,0.865,0.67,0.0
avenging,0.143,0.88,0.717,0.0
avenue,0.677,0.36,0.377,0.0
aver,0.492,0.45,0.393,0.0
average,0.684,0.28,0.455,0.0
aversation,0.582,0.442,0.432,0.0
averse,0.253,0.569,0.492,0.0
averseness,0.296,0.606,0.528,0.0
aversion,0.074,0.663,0.525,0.0
avert,0.51,0.388,0.465,0.0
aviary,0.5,0.36,0.467,0.0
aviation,0.708,0.646,0.741,0.0
aviator,0.615,0.7,0.644,0.0
avid,0.582,0.459,0.593,0.0
avocado,0.677,0.255,0.287,0.0
avoid,0.427,0.442,0.415,0.0
avoidance,0.47,0.481,0.466,0.0
avoiding,0.457,0.433,0.309,0.0
await,0.448,0.264,0.276,0.0
awake,0.667,0.469,0.741,0.0
awaken,0.729,0.412,0.611,0.0
awakening,0.745,0.5,0.618,0.0
award,0.865,0.745,0.66,0.523
awards,0.958,0.736,0.652,0.0
aware,0.656,0.34,0.77,0.0
awareness,0.684,0.422,0.81,0.609
awe,0.469,0.74,0.3,0.0
awed,0.364,0.774,0.361,0.0
awesome,0.98,0.897,0.891,0.0
awesomeness,0.917,0.647,0.927,0.0
awestruck,0.615,0.767,0.68,0.0
awful,0.061,0.786,0.45,0.0
awkward,0.296,0.65,0.358,0.0
awkwardness,0.167,0.454,0.148,0.0
awning,0.5,0.186,0.318,0.0
awry,0.156,0.54,0.275,0.0
axe,0.296,0.69,0.536,0.0
axial,0.458,0.278,0.491,0.0
axiom,0.439,0.441,0.583,0.422
axiomatic,0.458,0.392,0.627,0.352
axis,0.209,0.25,0.356,0.0
axle,0.459,0.294,0.473,0.0
ay,0.5,0.557,0.255,0.0
aye,0.562,0.42,0.392,0.0
azimuth,0.385,0.461,0.421,0.0
azure,0.62,0.256,0.339,0.0
babble,0.552,0.441,0.204,0.0
babbling,0.396,0.418,0.241,0.0
babe,0.86,0.536,0.424,0.0
baboon,0.357,0.41,0.429,0.0
baby,0.837,0.365,0.455,0.0
babysit,0.719,0.587,0.398,0.0
babysitter,0.656,0.415,0.408,0.609
baccalaureate,0.729,0.51,0.48,0.0
baccarat,0.583,0.497,0.436,0.0
bachelor,0.667,0.406,0.6,0.0
bachelorette,0.735,0.78,0.465,0.0
back,0.438,0.353,0.336,0.0
backboard,0.48,0.259,0.436,0.0
backbone,0.538,0.464,0.62,0.633
backdoor,0.344,0.41,0.333,0.0
backdrop,0.32,0.309,0.444,0.0
backer,0.646,0.375,0.537,0.5
backfire,0.265,0.612,0.491,0.0
backgammon,0.58,0.41,0.39,0.0
background,0.399,0.357,0.498,0.0
backhand,0.427,0.449,0.39,0.0
backhoe,0.398,0.554,0.562,0.0
backoff,0.104,0.396,0.24,0.0
backpack,0.729,0.278,0.333,0.0
backpacker,0.51,0.73,0.46,0.0
backroom,0.406,0.5,0.387,0.0
backseat,0.388,0.33,0.237,0.0
backside,0.182,0.417,0.342,0.0
backtrack,0.312,0.525,0.278,0.0
backup,0.52,0.51,0.553,0.0
backward,0.309,0.367,0.25,0.0
backwardness,0.24,0.5,0.136,0.0
backwards,0.302,0.372,0.33,0.0
backwater,0.312,0.41,0.161,0.0
backwoods,0.541,0.35,0.482,0.0
backyard,0.552,0.28,0.302,0.0
bacon,0.698,0.406,0.295,0.0
bacteria,0.177,0.553,0.57,0.0
bacterial,0.156,0.5,0.473,0.0
bacterium,0.194,0.545,0.345,0.0
bad,0.125,0.625,0.373,0.0
badass,0.255,0.775,0.745,0.0
badday,0.327,0.449,0.373,0.0
badfeeling,0.25,0.559,0.365,0.0
badge,0.567,0.488,0.691,0.5
badger,0.344,0.429,0.357,0.0
badhabit,0.184,0.594,0.311,0.0
badly,0.073,0.509,0.286,0.0
badness,0.094,0.823,0.463,0.0
baffle,0.344,0.442,0.482,0.0
baffled,0.151,0.6,0.339,0.0
bag,0.5,0.25,0.314,0.0
bagel,0.531,0.363,0.34,0.0
baggage,0.61,0.363,0.427,0.391
baggie,0.367,0.427,0.366,0.0
baggy,0.521,0.278,0.452,0.0
bagman,0.506,0.5,0.394,0.0
bagpipes,0.541,0.556,0.412,0.0
bail,0.373,0.52,0.561,0.0
bailiff,0.347,0.519,0.759,0.367
bait,0.276,0.327,0.296,0.133
bake,0.867,0.418,0.519,0.0
bakery,0.802,0.5,0.38,0.0
baking,0.549,0.455,0.451,0.0
bal,0.49,0.412,0.432,0.0
balance,0.684,0.265,0.735,0.0
balanced,0.806,0.255,0.745,0.0
balcony,0.562,0.392,0.38,0.0
bald,0.306,0.184,0.268,0.0
balding,0.302,0.363,0.368,0.0
baldy,0.398,0.385,0.396,0.0
bale,0.437,0.363,0.412,0.0
balk,0.229,0.451,0.415,0.0
ball,0.74,0.427,0.317,0.0
ballad,0.792,0.284,0.424,0.0
ballast,0.354,0.423,0.287,0.0
ballerina,0.802,0.66,0.475,0.0
ballet,0.656,0.48,0.358,0.0
ballgame,0.781,0.79,0.407,0.0
ballistic,0.26,0.806,0.685,0.0
ballistics,0.271,0.787,0.61,0.0
balloon,0.729,0.245,0.315,0.0
ballot,0.521,0.361,0.358,0.531
ballpark,0.724,0.694,0.529,0.0
ballplayer,0.719,0.764,0.566,0.0
ballpoint,0.596,0.337,0.318,0.0
ballroom,0.847,0.635,0.448,0.0
ballsy,0.531,0.491,0.414,0.0
balm,0.625,0.275,0.414,0.0
balmy,0.684,0.327,0.545,0.0
balsam,0.663,0.25,0.385,0.0
balsamic,0.582,0.283,0.447,0.0
bam,0.427,0.472,0.39,0.0
bamboo,0.646,0.222,0.356,0.0
ban,0.146,0.689,0.587,0.0
banana,0.612,0.23,0.241,0.0
band,0.648,0.552,0.525,0.0
bandage,0.22,0.327,0.286,0.0
bandanna,0.562,0.276,0.277,0.0
bandit,0.094,0.796,0.567,0.0
bandstand,0.735,0.536,0.52,0.0
bandwagon,0.625,0.651,0.509,0.0
bandwidth,0.714,0.337,0.548,0.0
bane,0.265,0.694,0.366,0.0
bang,0.265,0.951,0.74,0.0
banger,0.378,0.54,0.538,0.0
banish,0.163,0.677,0.543,0.0
banished,0.052,0.713,0.37,0.0
banishment,0.16,0.775,0.298,0.0
banister,0.418,0.41,0.332,0.0
banjo,0.469,0.4,0.37,0.0
bank,0.562,0.327,0.675,0.461
banker,0.586,0.588,0.792,0.352
banking,0.51,0.327,0.5,0.0
bankroll,0.469,0.57,0.509,0.0
bankrupt,0.163,0.673,0.337,0.0
bankruptcy,0.01,0.696,0.209,0.0
banner,0.521,0.408,0.474,0.0
